1913,3,8/15/1913,31,"Industrial and Provident Societies (Amendment) Act, 1913 c. 30","An Act to amend the Industrial and Provident Societies Act, 1893",1,108
1913,3,8/15/1913,32,Ancient Monuments Consolidation and Amendment Act 1913 c.32,An Act to consolidate and amend the Law relating to Ancient Monuments and for other purposes in connection therewith,21,2101
1913,3,8/15/1913,33,"Temperance (Scotland) Act, 1913 c. 33",An Act to promote Temperance in Scotland by conferring on the electors in prescribed areas control over the grant and renewal of certificates; by securing a later hour of opening for licensed premises; by amending the law relating to clubs; and by other provisions incidental thereto,15,1599
1913,3,8/15/1913,34,"Bankruptcy and Deeds of Arrangement Act, 1913 c. 34",An Act to amend the Law with respect to Bankruptcy and Deeds of Arrangement,15,1507
1913,3,8/15/1913,35,"Appropriation Act, 1913 c. 35","An Act to apply certain sums out of the Consolidated Fund to the service of the years ending on the thirty-first day of March one thousand nine hundred and twelve and one thousand nine hundred and fourteen, and to appropriate the Supplies granted in this Session of Parliament",1,105
1913,3,8/15/1913,36,"Bishoprics of Sheffield, Chelmsford, and for the County of Suffolk Act, 1913 c. 36","An Act to provide for the foundation of Bishoprics of Sheffield, Chelmsford, and of another diocese to be formed of such parts of the dioceses of Ely and Norwich as are situate within the County of Suffolk, and for other matters incidental thereto",20,2000
1913,3,8/15/1913,37,National Insurance Act 1913 c. 37,"All Act to amend Parts I. and III. of the National Insurance Act, 1911",1,107
1913,3,8/15/1913,38,Mental Deficiency and Lunacy (Scotland) Act 1913 c.38,An Act to make better and further provision for the care of Mentally Defective Persons and to amend the Law relating to Lunacy in Scotland,3,333
1914,3,3/31/1914,1,"Consolidated Fund (No. 1) Act, 1914 c. 1",An Act to apply certain sums out of the Consolidated Fund to the service of the years ending on the thirty-first day of March one thousand nine hundred and fourteen and one thousand nine hundred and fifteen.,1,105
1914,4,7/8/1914,3,"Grey Seals Protection Act, 1914 c. 3",An Act to provide for the better Protection of the Grey Seal,7,709
1914,4,7/31/1914,4,Sheffield University Act 1914 c. 4,An Act to extend the privileges of the graduates of the University of Sheffield,6,601
1914,4,7/31/1914,5,"Superannuation (Ecclesiastical Commissioners and Queen Anne's Bounty) Act, 1914 c. 5","An Act to amend the Ecclesiastical Commissioners (Superannuation) Act, 1865, and the Queen Anne's Bounty (Superannuations Act, 1870.",20,2000
1914,4,7/31/1914,6,"Affiliation Orders Act, 1914 c. 6",An Act to amend the Law relating to the Collection and Recovery of Moneys due under Affiliation Orders and for other purposes connected therewith,12,1208
1914,4,7/31/1914,7,"Agricultural Holdings Act, 1914 c. 7","An Act to extend the provisions of section eleven of the Agricultural Holdings Act, 1908, to the determination of tenancies in connection with the sale of holdings",4,400
1914,4,7/31/1914,8,Police (Weekly Rest-Day) (Scotland) Act 1914 c. 8,An Act to facilitate the grant to members of the Constabulary in Scotland of one day's rest off duty in every seven,12,1209
1914,4,7/31/1914,9,"Government of the Soudan Loan Act, 1914 c. 9","An Act to amend the Schedule to the Government of the Soudan Loan Act, 1913",21,2105
1914,4,7/31/1914,10,Finance Act 1914 c. 10,"An Act to continue the Duty of Customs on Tea, to re-impose Income Tax and Super-Tax, with amendments and modifications, and to amend the Law relating to Death Duties and the National Debt, and for purposes incidental thereto",1,107
1914,4,8/3/1914,11,"Postponement of Payments Act, 1914 c. 11",An Act to authorise His Majesty by Proclamation to suspend temporarily the payment of Bills of Exchange and payments in pursuance of other obligations,15,1500
1914,4,8/5/1914,12,Aliens Restriction Act 1914 c. 12,An Act to enable His Majesty in time of war or imminent national danger or great emergency by Order in Council to impose Restrictions on Aliens and make such provisions as appear necessary or expedient for carrying such restrictions into effect,5,230
1914,4,8/5/1914,13,"Prize Courts (Procedure) Act, 1914 c. 13",An Act to amend the Law relating to Procedure in Prize Courts,16,1620
1914,4,8/6/1914,14,Currency and Bank Notes Act 1914 c. 14,"An Act to authorise the issue of Currency Notes, and to make provision with respect to the Note Issue of Banks",20,2006
1914,4,8/7/1914,15,"Exportation of Horses Act, 1914 c. 15","An Act to amend the Diseases of Animals Act, 1910, in respect of the Exportation of Horses",4,400
